title,content,Category
HOA SỨ NGÀY XƯA,"một lần qua ngõ đường hoa sứ
nắng nhạt chiều rơi xuống gót hài
nụ trắng cành nghiêng chùm lá biếc
ngọt thơm hương mộng mị chiều phai

những nàng xuân của mùa hoa sứ
những nụ cười duyên tỏa nắng xa
kết vòng hoa sứ cài lên tóc
đổi chút thơ ngây lấy mặn mà...

ngày xưa câu hát đêm đêm
có thằng bé đợi bên thềm nhặt hoa
sứ thơm cho mẹ ướp trà
họ hàng cô bác gần xa vui lòng...

trăng vẫn còn soi lối thi ca
hoa vẫn còn thơm ngọt chung trà
rượu vẫn chưa vơi bầu ngây ngất
chỉ một mảnh hồn xa đã xa

trả lại mây trời kiếp lang thang
vườn bên hoa sứ lại nở vàng
nghe gió hát hoài câu lỗi nhịp
nhà tôi không ở cạnh nhà nàng...
🌿🌿🌿
Sydney 15 03 2021
Xichlo-LtBNN",Thơ thiên nhiên
TÂM SỰ LOÀI HOA NỞ SỚM,"Khóm cây trước cửa nhà tôi
Nở hoa rất sớm, khi Trời chưa xuân.
Còn nhiều cây khác ngại ngần,
Lỡ mai lại rét, cực thân, trách Trời.
 
Trời thì đang mải rong chơi,
Nào ai dám trách chi, thời giao ca,
Đằng nào cũng sắp hết mà,
Ta trên thượng giới, chúng là thứ dân.
 
Ngày đông, đang phải lui dần,
Nhưng ta còn tiếc, bước chân ngại ngùng,
Cứ đi vài mét, lại dừng,
Nhiệm kỳ sắp hết, cố dùng quyền uy.
 
Lý do chính đáng, thiếu gì,
Chỉ cần khôn khéo, có khi lại thành.
Tội gì mà phải đi nhanh,
Muộn vài ba bữa, chúng đành phải vui.
 
Cây nghe, cây hiểu ra rồi,
Khổ thay, cây có từ thời xa xưa.
Từ ngày mùa đông vẫn chưa;
Sinh ra ở dưới nắng mưa của Trời.
 
Cho nên cây vẫn vui cười,
Đâm chồi, nẩy lộc, đón người vào xuân.
Khuyên ai chớ có ngại ngần.
Hoa ta cứ nở, mùa xuân sẽ về.
 
Paris, ngày đầu xuân 2021 (P0395) Nguyễn Văn Phú",Thơ thiên nhiên
XUÂN VỀ MỘT THOÁNG,"Mai đào nở rộ đón chào Xuân
Én báo tin vui mừng Tết Việt
Vạt nắng lung linh chào khách viếng
Thiền am mở rộng tiếp người đông

Đàn chim tung cánh lượn bay vòng
Bướm khẽ nghiêng chao đôi cánh mỏng
Cửa tự thập phương đi hái lộc
Trai thanh nữ tú mộng xuân thì

Xuân về một thoáng lại ra đi
Như kiếp con người đầy huyễn vọng
Chớp mắt giật mình vì cuộc sống
Khác nào giấc mộng cuốn ta theo

Đầu năm lễ Phật chẳng ai nghèo
Tết Thượng Nguyên người đều vọng hướng
Cầu Phật độ nhà nhà hạnh phước
An bình sung sướng trọn nguyên năm

***

Hôm nay  nhân dịp ngày rằm
Người ta lễ Phật thiền am đông người
Cầu xin cho khắp muôn nơi
Lòng người an lạc trần đời ấm êm

Sương Anh
Strasbourg le 26.02.2021 - Rằm Thượng Nguyên",Thơ thiên nhiên
YẾN LẠC MÙA XUÂN,"Mùa xuân là mùa sum vầy
Sao chim ngơ ngác lạc bầy kêu hoang

Ngoài song hiên nắng rực vàng
Nỡ quên viếng mảnh sân tàn mù tăm

Thờ ơ lướt qua chỗ nằm
Tay không dài đủ níu trăm năm về

Đành thôi gác lại nguyện thề
Chân sa một bước tứ bề sương giăng

Mùa xuân : áo mới, tình nhân
Khúc ca gợi nhớ, trễ tràng dấu yêu

Soi gương gom nhặt tịch liêu
Gởi người trùng dặm, dáng kiều vọng phu

Mùa xuân : khát vọng lãng du
Mồ côi cánh yến thiên cư một mình

Thanh Hà CH",Thơ thiên nhiên
XUÂN CHIỀU,"Mùa xuân chất tuổi thêm đầy
Dài đêm hoá chậm, ngắn ngày hoá mau
Sớm mai hố mắt trủng sầu
Lối mòn ngang trán, phai mầu tóc xanh

Thuở xưa môi cười nghiêng thành
Bây giờ úa héo trúc mành xuyên trăng
Thuở xưa má mịn tơ măng
Bây giờ hốc lõm dây chùng phím nghiêng

Mùa xuân chất nặng gánh phiền
Lưng oằn vai mệt kéo xiềng bước chân
Mùa xuân lượn cánh thời gian
Đậu lên phận mỏng một lần cũng xong.  

Thanh Hà CH",Thơ thiên nhiên
XUÂN XA,"Còn không nếp ấm nhà xưa
Cho con trở lại, bốn mùa yêu thương
Đã xa chao chát dặm trường
Nhiều khi giọt nước mắt vương. Kệ, rồi...
 
Cơm, tiền, gạo, áo... thế thôi
Vần xoay chắp vá mảnh đời riêng con
Có lần giấc ngủ, chập chờn
Khi toan tính lắng... Cô đơn, chợt về
 
Khát, thèm úp mặt sông quê
Chiều nghiêng bóng nắng, triền đê chân trần
Giòn cười trong trẻo vang ngân
Tuổi thơ, nỗi nhớ cứ dần... chậm qua...
 
Nơi này viễn xứ bôn ba
Bao Xuân, vẫn thế! Ôi... xa, một mình
Giao thừa, mượn nén tâm linh
Trầm hương con thắp chút tình. Quê ơi...!
 
lanh.ktq",Thơ thiên nhiên
XUÂN QUA HẾT TẾT,"Trong hơi gió - hương xuân còn đó
Thoang thoảng mùi hồng đỏ nhẹ đưa
Cúc vàng rũ cánh lưa thưa
Vạt nắng dậy muộn giữa trưa chợt nhòa.

Xuân quay gót thập thò đầu ngõ
Cụm mai tàn vò võ chồi non
Tết qua ngày nghỉ cũng mòn
Nơi công sở tiếng cười giòn đầu năm.

Cảm ơn tết gieo mầm gắn kết
Trái yêu thương từng dệt hạt nhân
Sum vầy gia quyến tình thân
Cả năm xa cách nay gần thêm vui.

Tăng lạc quan đẩy lùi phiền não
Dù dịch bệnh, giông bão sẽ qua
Toàn cầu chung một bài ca
"" We are the world"" vang xa tuyệt vời.

Xuân đi nhé ! Xuân dời gót nhẹ
Xuân lại về - mới mẻ hơn xưa
Năm sau - nhớ mấy cho vừa
Kỷ niệm ngày Tết nhặt thưa ... ân tình.

PEARL",Thơ thiên nhiên
XUÂN CÓ NHƯ KHÔNG,"Cuối năm uống rượu mần thơ
Giao thừa trắng mắt đợi chờ Xuân sang….
 
Năm mươi năm không màng đến tết
Đêm giao thừa gác chệt lẻ loi
Gió Xuân về thổi từng hồi
Mai vàng Đào trắng chẳng nơi chưng bày
 
Đầu năm cũng muốn say cùng bạn
Nhưng bạn hiền lẩn quẩn phương xa
Bên thềm năm cũ sắp qua
Bọn mình xuôi ngược không nhà đón Xuân
 
Đón cái tết bần hàn cháy túi
Nhìn người vui thêm tủi phận cò
Ai mong ai đón ai chờ
Xuân sang chỉ để thẫn thờ cho ta
 
Ăn mừng tết mãi là trong mộng
Chẳng Mai Đào để sống yên thân
Suốt năm ngóng đợi ngại ngần
Mong Xuân đừng đến khỏi cần rượu cay
 
Sáng mùng một mì chay trà đá
Sáng mùng hai thuốc lá vàng tay
Mùng ba tiếp tục đi cầy
Mùng Tư tranh thủ ngủ ngày làm đêm…..
 
Nắng Xuân xen kẽ qua rèm
Mùng năm ngủ nướng chẳng thèm đón Xuân
TTMN",Thơ thiên nhiên
MƯA XUÂN NGẨU HỨNG,"Tháng chạp lắc rắc mưa xuân,
xui người già cỗi nghĩ gần nghĩ xa,
người xưa, ai nhớ đến ta,
vườn quê cuối vụ thì là trổ bông ?


Em thì từ độ lấy chồng,
con đàn cháu đống, nên ông nên bà,
dọn ra phố ở thành xa
cuối năm giỗ chạp thăm nhà, vậy thôi,


Buâng khuâng, đâu lẽ, riêng tôi,
mưa xuân cho biếc lộc chồi nhân gian,
êm êm, lắc rắc, miên man,
cỗi lòng những tưởng xuân đang trở về,..",Thơ thiên nhiên
CHÚC XUÂN,"Hoa bừng giữa gió én bay bay
Mây nắng vởn vơ tạnh xứ đoài
Đò nhỏ ngang sông đầy quất quả 
Xe con về ngõ chật đào mai
Vườn bên đã nở hương lê trắng
Ngõ dưới vừa thơm tím huệ lai
Rượu cũ đôi vò ngồi ước mãi 
Năm này trăm họ giảm thiên tai!
27 tháng Chạp Canh TÝ
Feb 08 2021",Thơ thiên nhiên
"XUÂN ƠI, XUÂN!","Xuân đến bên thềm khoe sắc mai
Vàng tươi trong nắng ấm khẽ lay
Én chao nghiêng cánh tung trời biếc
Cưỡi gió bay về xuân đáo lai.

Xuân đến nghe lòng bỗng xôn xao
Nụ cười duyên dáng , ánh mắt chao
Chỉ cơn gió nhẹ hồn lay động
Như thuở xuân thì e ấp trao.

Xuân đến xuân đi biết bao lần
Hồn xuân phơi phới giữa phong vân
Tình xuân vĩnh cửu trong tiềm thức
Để lại dư hương - chút trong ngần.

Xuân ơi! Xuân cứ đến rồi đi
Ngần ngại mà chi nét xuân thì
Xuân đem yêu thương cho cuộc sống
Bởi thế gian này lắm hài bi.

PEARL",Thơ thiên nhiên
BÓNG XUÂN THẤP THOÁNG,"Bóng Xuân thấp thoáng trên cành lá...
Choàng áo kiêu sa phủ núi đồi...
Mường mượt Xuân hồng tươi mát quá!
Rộn ràng Xuân mới thật tinh khôi!...

Làng trên, xóm dưới vui như hội!
Tấp nập chen vai...bước dập dìu!
Tươi thắm, hoa khoe cành lộc mới
Núi đồi vang vọng tiếng Xuân reo...

Xuân đã về rồi! Xuân ngát hương!...
Thơm làn gió mới khắp muôn phương
Trườn qua mọi góc đời u tối...
Xuân trải yêu thương vạn nẻo đường!...

...Là mùa Xuân cũ...tháng năm xưa!
Rực rỡ...Xuân về lối mộng mơ...
E ấp...Xuân tràn lan nắng ấm...
Xuân trong ký ức...thuở xa mờ!
Xuân mang ý vị...Xuân nồng thắm!
Xuân của ngày xưa...của tuổi thơ!...

16/01/2021",Thơ thiên nhiên
BÔNG HỒNG CHO MÙA XUÂN,"Bán cho tôi một bông hồng đi cô bé
Đóa nào tươi còn búp nụ mịn màng
Tôi ngước lên: ""Xin ông chờ tôi lựa
Một bông hồng vừa ý nghĩa vừa sang""
Khách mỉm cười ""cô thật tài quảng cáo
Thế... hoa hồng mang ý nghĩa sao cô""
Tôi bối rối ""hình như người ta bảo
Nó tượng trưng tình nồng thắm vô bờ""
""Cám ơn cô! giá bao nhiêu đấy nhỉ""
Tôi lắc đầu: ""thôi xin biếu ông không,
Một đoá không bao nhiêu ông ạ
Rất mong ông làm người đẹp vừa lòng""
Khách bỗng nhìn tôi mắt như xoáy lốc
""Cô bé lầm! Tôi không tặng người yêu
Thằng bạn thân tuần qua vừa ngã gục
Một bông hồng cho nó bớt quạnh hiu
Nhưng cô phải nhận tiền tôi chứ!
Hoa cho không, rồi mẹ mắng làm sao""
Tôi cúi mặt ""xin gửi người xấu số
Chuyện của ông làm tôi bỗng nghẹn ngào""
Khách quay đi áo hoa rừng đã bạc
Dáng cao gầy khuất hẳn bóng chiều nghiêng
Tôi bất chợt đưa tay làm dấu thánh
(Mẹ giữ gìn cho người ấy bình yên)
Trời đầu xuân còn vương vương sắc lạnh
Nắng vàng mơ má con gái thêm hồng
Tôi bâng khuâng nhớ đến người khách lạ
(Mình nhớ người, người có nhớ mình không)
Chiều 29 phố phường sao tấp nập
Người ta vui từng cặp đẹp bên nhau
Mắt tôi lạc... rồi bỗng dưng bừng sáng
Phải anh không người khách của hôm nào
Tim đập mạnh sau áo hàng lụa mỏng
Anh đến gần,lời nói cũng reo vui:
""Sao cô bé..hàng hôm nay đắt chứ?
Có nhớ tôi...hay cô đã quên rồi!
Hành quân xong tôi về hậu cứ,
Ghé ngang đây xin cô một bông hồng
và mong cô cho tôi xin lời chúc:
Rất mong ông làm người đẹp vừa lòng""
Tôi bỗng nghe như tim mình thắt lại
Gượng tìm hoa, rồi trao tận tay người
Khách nhìn tôi và bỗng dưng dịu xuống
Đầy đăm chiêu và nghiêm lại nụ cười
""Xin lỗi cô nếu lời tôi đường đột,
Nhưng thật tình tôi không thể nào quên
Người con gái trong một lần gặp gỡ
Nhớ thật nhiều dù chưa được biết tên
Một bông hồng, như hôm nào cô nói
Là tượng trưng tình nồng thắm vô bờ.""
Tôi run tay nhận hoa hồng người tặng
Sự thật rồi mà ngỡ đang mơ
  Lý Thụy Ý
03022021",Thơ thiên nhiên
SÔNG XƯA,"Tôi trở về đây bến sông xưa
Một chiều thu rũ lá đong đưa
Bờ tre nghiêng ngả theo gió cuốn
Uốn mình rũ rượi những hàng dừa.

Đời đã cuốn trôi theo cơn lốc
Đâu thuở thanh bình dấu ái xưa!
Cả khối nhân gian chìm oan nghiệt!
Quê hương ơi hỡi yên bình chưa?

Bến cũ đò đưa khách qua sông
Nằm trơ thân mục phơi giữa dòng
Sông nay khô cạn đâu con nước?
Khách chẳng cần đò đưa qua sông.

Hoang vu khô cạn cảnh tiêu điều
Giữa dòng tôi đếm bước cô liêu
Cánh đồng chìm ngập trong hanh nắng
Hồn hoang nghiêng ngả bước liêu xiêu.

Nguyên Thạch",Thơ thiên nhiên
THÁNG CHẠP LẮC RẮC MƯA XUÂN,"Tháng chạp lắc rắc mưa xuân,
xui người già cỗi nghĩ gần nghĩ xa,
người xưa, ai nhớ đến ta,
vườn quê cuối vụ thì là trổ bông ?


em thì từ độ lấy chồng,
con đàn cháu đống, nên ông nên bà,
dọn ra phố ở thành xa
cuối năm giỗ chạp thăm nhà, vậy thôi,


Buâng khuâng, đâu lẽ, riêng tôi,
mưa xuân cho biếc lộc chồi nhân gian,
êm êm, lắc rắc, miên man,
cõi lòng những tưởng xuân đang trở về,...

Giáp tết Tân Sửu, 2021
Nguyễn Chu Nhạc",Thơ thiên nhiên
XUÂN ƠI XUÂN,"gắt gay nắng quái lành lạnh gió
tháng hai về lấp ló gọi xuân
mây chiều rơi mảnh bâng khuâng
giở trang lịch mới tần ngần... hết năm!


xuân lại đến, có trăm điều nhớ
nhớ sắc màu thược dược đào mai
đì đùng pháo nổ vang tai
phong lì xì tết ba ngày du xuân


xa xôi quá chùn chân mỏi gối
bóng ngày qua hấp hối tàn hơi
sương tan trơ trọi nhánh đời
xuân đi xuân đến rã rời xuân ơi!


nhân gian khắc ngàn lời dấu ái
xuân thanh bình xa ngái còn đâu
bể dâu... bao cuộc bể dâu
hai mươi hai mốt... dàu dàu xuân qua...



diệp thanh
30.01.2021",Thơ thiên nhiên
ĐÔNG TỚI,"Hôm nao hoa cúc rực vàng
Mà nay tuyết đã phủ tràn trắng sân
Tuyết bay trời giá lạnh căm
Tuyết rơi gọi cả mùa Đông chuyển mình
 
Hắt-hiu cơn gió lọt mành
Co-ro những bước bộ-hành qua song
Chân trời xa tít nỗi mong
Cánh chim đơn lẻ chập-chùng về đâu
 
Bâng-khuâng tâm động nỗi sầu
Nhớ nhung chỉ thấy đôi đầu cách xa
Tìm đâu cái dáng thướt-tha
Khuất đi cánh bướm la-đà trời thu
 
Xám mầu trời phủ mây che
Vuông sân tuyết rải tư bề trắng phau
 
RĐinh",Thơ thiên nhiên
HẠNH PHÚC ĐẦU XUÂN,"Mơ tìm hạnh phúc đầu xuân
Xua đi buồn bực trầm luân bốn mùa
Tình yêu cao giá không mua
Nhiều tiền cũng chẳng se sua tranh giành

Cành chim lá gió chòng chành
Đẹp tươi mà thiếu chân thành không ham
Đây cần sướng khổ đồng cam
Bạc màu áo trận khói lam chiều rồi

Bao mùa xuân thắm nổi trôi
Hạ Thu Đông đến ...bồi hồi dáng xưa
Mặc trời sáng nắng chiều mưa
Bến tình ta chỉ đón đưa một người

Khắc sâu tiếng nói nụ cười
Xuân đời ấm áp bên người yêu ta
Dập dìu nhịp bước lại qua
Tạ ân Thu Nguyệt trường ca vĩnh hằng

Hmhiennhan",Thơ thiên nhiên
MƠ XUÂN AN HÒA,"Ai thả mai vàng theo cánh gió
Cho hồn quay ngược với thời gian
Tim vui rộn rã khi Xuân đến
Lộc nở chồi non khắp xóm làng

Rất muốn về quê nghinh đón Xuân
Nhưng không thể có phút giây gần
Ly hương mấy chục trăng tròn khuyết
Mong được sum vầy cạnh quyến thân

Gìn giữ thân đời luôn mạnh khỏe
Để còn có dịp lúc xuân sang
Đón chào năm mới nơi quê mẹ
Đứng cạnh gốc mai khoe áo vàng

Phương Tây Tết đến giữa mùa Đông
Hoa tuyết bay bay lạnh cả lòng
Muốn được mừng xuân vui hạnh phúc
Gia đình sum họp như hằng mong

Xuân Tân Sửu ước nhiều thay đổi
Những chuyện buồn đau sẽ chóng qua
Cầu nguyện muôn người sang Năm Mới
Cát tường vạn sự sống an hòa

Sương Anh",Thơ thiên nhiên
XUÂN VỀ TA TỰ CHÚC TA,"muốn hay không, rồi Xuân cũng đến
vẫn trước ta, những cánh Đào Hồng
vẫn ký ức - Ông Đồ, giấy bút
nét tôn nghiêm chữ nghĩa Thánh Hiền
nhớ hay không, Tết rồi cũng tới
vẫn trước ta,. hương khói Quê Nhà
vẫn ký ức - Ông Bà Nội, Ngoại
niềm nhớ thương đâu dễ nguôi ngoai
say hay không - rượu mời cũng uống
cạn ly Xuân, ly Tết, ly Nhà
một ly nữa - mừng Người Hạnh Phúc
thêm một ly - Ta tự chúc Ta !

Cao Nguyên",Thơ thiên nhiên
CHẠM XUÂN,"Giơ tay chạm cánh Mai vàng
Chạm cành Đào thắm, chạm Lan trắng ngần.
Chạm làn gió nhẹ lâng lâng
Chạm hoa nắng thả trên sân loang đầy.

Nghe Xuân khe khẽ về đây
Ướp hương con gái tóc dài ngất ngây.
Mắt nhìn sóng sánh mê say
Xuân ơi! Ta đã quắt quay men nồng.

Chạm vào sâu thẳm tim hồng
Mới hay bổi hổi - phập phồng ngóng trông.
Niềm vui òa vỡ cõi lòng
Xuân mang hạnh phúc gieo trồng khắp nơi.

Chạm Xuân mỉm nhẹ nụ cười
Chúc mừng năm mới - cuộc đời sang trang.

PEARL",Thơ thiên nhiên
Ừ THÌ .... XUÂN,"Nghe gió nhẹ lùa qua song cửa
Khóm Cúc vàng thoảng cựa - chồi bung
Bên thềm Mai khẽ nụ rung
Đàn chim én liệng điểm khung trời chiều.

Phố thấp thoáng yêu kiều dáng ngọc
Dập dìu xe, ngang dọc đường hoa
Hàng chưng đầy tủ sáng lòa
Người đi mua sắm lụa là xênh xang.

Năm cũ hết, Xuân đang nhẹ tới
Khoác áo voan khêu gợi muôn loài
Nàng Xuân vốn rất tuyệt vời
Yêu luôn cuộc sống - vẽ vời tươi xinh.

Ừ thì... Xuân lung linh toả sáng
Như cô gái cười rạng môi hồng
Chút vương vấn - xôn xao lòng
Khát khao cháy bỏng nguyện mong đạt thành.

Mẹ thiên nhiên thật hiền lành
Mang Xuân hạnh phúc viền quanh phố, làng.

PEARL",Thơ thiên nhiên
XUÂN VỀ TRONG ĐÔNG GIÁ,"Em như nắng bên kia đồi thương nhớ
Ta trên đường lặng lẽ giữa trời đông
Đêm mênh mông nằm nhớ mặt trời hồng
Ngày trống vắng nghe niềm vui khánh tận

Chim gọi sáng với lời ca ngớ ngẩn
Giọt cà phê chưa đủ ấm lòng người
Phím dương cầm gieo nốt nhạc không tươi
Theo ngày tháng tri âm đi biền biệt

Từ thuở ấy giọng em vang tha thiết
Gọi hồn ta về đêm nhạc lưu ly
Bóng tình yêu thấp thoáng buổi xuân thì
Chợt tan biến trong chiều sương hư ảo

Bao giờ tới con đường xuân huyên náo?
Cho một lần tiếng hát vút lên cao
Ta dìu em qua thế giới muôn màu
Quên phiền muộn của mùa đông băng giá

Đời sẽ tặng cho nhau điều mới lạ
Khi xuân về rạng rỡ giữa trời đông
Tiếng em ca thành giọt rượu thơm nồng
Đưa ta đến đỉnh đồi xuân ngất ngưởng
Đỗ Hồng",Thơ thiên nhiên
GIEO GIỮA NGÀY XUÂN,"Chén trà thơm vỗ về ta từ thuở
Lỡ hàn vi em chỉ chút ngậm buồn
Áo xiêm mặc, lúc bình minh vừa mọc
Giữa đứng trưa, Tình thao thức gọi nguồn
 
Dù biết vậy lòng cúi đầu thâm tạ
Ân sũng nào cũng hướng một đường mây
Áo tân khoa đã từ khước một ngày
Vẫn yêu mến như ngày mùa thất bát
 
Và như thể, đời vẫn còn bát ngát
Mùa xanh ngon còn rộng lắm non nhà
Văn một đời vẫn tha thiết ngân nga
Lòng đã chọn khi thất thời lập chí
 
Ly café lúc mặt trời bất ý
Thưởng hương thơm, mơ nắng mới khơi nguồn
Ta thương lắm một thời xuân quá khứ
Nỗi niềm riêng còn vọng một cung buồn
 
Mơ đại hải dạo cùng thuyền văn bút
Cảm một đời, trời đất cũng nôn nao
Lòng còn tưởng trà vỗ về hy vọng
Bài thơ xuân làm lặn sóng ba đào
 
 NGÃ DU TỬ",Thơ thiên nhiên
ĐỢI XUÂN,"Nàng Xuân giờ vẫn nơi nào
Để ta với chậu mai đào đơn côi
Ngoài kia pháo đã nổ rồi
Mà ta vẫn ngóng nụ cười nàng Xuân
Hỏi sao Xuân cứ tần ngần
Cớ chi Xuân lại lần chần ghé thăm
Chờ Xuân như lộc chờ mầm
Mà Xuân thì vẫn xa xăm ngút ngàn
Xuân ơi Xuân ở xa gần
Đợi  Xuân như thể đợi chân người tình
TTMN",Thơ thiên nhiên
LỮ KHÁCH CHIỀU ĐÔNG,"Chiều đông trỗi lạnh cõi hồn đơn
Trời đất hanh hao nắng nhẹ vờn
Phố vắng đìu hiu dâng nỗi nhớ
Đường trần cô lẻ gợi buồn hơn

Chiều đông se thắt sợi tương tư
Dõi bóng tri âm chốn mịt mù
Ôm mối tơ duyên từ cách biệt
Chập chờn hư ảo tiếng ai ru

Chiều Đông giăng mắc bụi sương mơ
Nhàn nhạt hương mây gió thẫn thờ
Nhặt cánh Thủy Tiên lòng khắc khoải
Tàn rồi cơn ước mộng vu vơ!

Chiều đông mòn mỏi bước tha phương
Lữ khách bôn ba giữa dặm trường
Lặng lẽ hoàng hôn xiêu ngả bóng
Trông vời xa thẳm dáng quê hương

Viễn Phương",Thơ thiên nhiên
CHẠNG VẠNG HOA ĐÈN,"Có những lúc “Hoàng hôn không yên lặng” *
Phố thênh thang - phố “Chạng vạng hoa đèn”*
Trời yên ắng, trăng tìm về soi bóng
Ngày đi đâu bỏ lửng cả đêm đen?
 
Có những lúc anh một mình quạnh vắng
Nhớ vần thơ yên ắng ở nơi nào
Đêm chấp chới…ánh đèn hoa - chấp chới
Tôi tìm tôi như giữa giấc chiêm bao.
 
Gió xao xác mà gió nào có biết
Lá vàng rơi là tiễn biệt người đi
Biển sâu rộng, miên man nghìn tiếng sóng
Rầm rì khua như dỗ giấc mơ gì?
 
Và như thế, ngày qua chiều lại đến
Cuối bờ mây tấp tễnh bóng hoàng hôn
Bỏ lại đất những gam màu tím tái
Nắng về đâu cho mây cứ bồn chồn
...
 
Từ dạo ấy - hoa đèn soi chạng vạng
Đêm hoang liêu thinh lặng đến không ngờ
Đời quanh quất, nhiều gieo neo khốn khó
Trăm năm rồi còn lại mỗi câu thơ.
 
Tú_Yên
(27-09-2012)

(*) Tựa các tập thơ của nhà thơ PTN (Hà Nội)",Thơ thiên nhiên
MỘT NGÀY Ở HẠ UY DI,"Ó, ò... ò... ó...o...!
Tỉnh mịch vang tiếng gà
Giật mình choàng người dậy
Chuẩn bị một ngày qua

Năm giờ sáng mỗi ngày
Mỗi ngày mở mắt ra
Không than van bề bộn
Mở mắt ra đi cày

Mỗi ngày cứ mười tiếng
Quẳng vào sự kiếm cơm
Con người đâu chẳng thế
Lao động là vinh quang!

Nơi đây không ngoại lệ
Tay làm để hàm nhai
Hàm nhai lòng thư thái
Thấy gia đạo an hòa

Ngẫm lại thuở xa xưa
Mơ ước con người ta
Được sống đời Nghiêu Thuấn
Để trải nghiệm an bình

An bình nơi đây có
Bởi hiến pháp tự do
Đặt con người trọng điểm
Sống là để thăng hoa

Nơi này luật phân minh
Trẻ chẳng phải quá lo
Già không là gánh nặng
Người người tự phát sinh

Mới hay đời Nghiêu Thuấn
Hiển hiện tại nơi này
Hải đảo Hạ Uy Di
Mến yêu xin gìn giữ...!

lãngthi
hạuydi
11dl2020",Thơ thiên nhiên
ÂM NHẠC,"Tôi tự nhủ....âm nhạc là một loại
Len lỏi hồn người...từ cỏi còn thơ
In vào tiềm thức...không biết bao giờ
Nó trỗi dậy....bất ngờ...trong đêm vắng.
 
Có những lần...trong đêm dài im lặng
Điệu bỗng trầm...làm bớt nặng tim côi
Chuyên chỡ đi...những quá khứ qua rồi
Bao buồn bực...thả trôi theo lời nhạc.
 
Nhạc là thế! Một kho tàng bát ngát
Nếu nhạc vui...có lát đát nắng hồng
Đường tương lai...sẽ mở rộng mênh mông
Niềm hạnh phúc....chất chồng...để đi tiếp.
 
Nhạc hòa điệu với vui buồn cùng nhịp
Tả huy hoàng...hay tả kiếp sầu vương
Tả nỗi đau một hoàn cảnh bên đường
Tả người đẹp một nhà tường cửa sắt.
 
Tả một người khi trãi nghiệm khúc ngoặc
Hay cùng người trong khoảnh khắc cười vui
Chia cùng ai những cảm xúc bùi ngùi
Nhạc là thế! Là hương mùi cuộc sống.
 
Duyên Nam
(5-12-2020)",Thơ thiên nhiên
ĐÔNG BUỒN,"Ta hỏi vì sao đông lại buồn
Màn mây xám ngắt lúc chiều buông
Cây run rẩy trơ cành trụi lá
Mưa phùn giăng lối, tí tách tuôn.

Ta hỏi vì sao đông lạnh lùng
Rét choàng qua núi , da lạnh run
Muôn thú rủ nhau đi ngủ sớm
Để rừng hiu quạnh - gió rưng rưng.

Ta hỏi vì sao đông ơ thờ
Thả tuyết ngập tràn khắp muôn nơi.
Sầu đông héo trên triền heo hút
Bão tuyết về theo gió cất lời.

Ta hỏi lòng sao hoá đông rồi
Buồng tim đau nhói - máu tim nhồi
Tin yêu tan biến vào vô cực
Lạnh lẽo tâm hồn - giữa đơn côi.

PEARL",Thơ thiên nhiên
TRÊN ĐỈNH NÚI CAO,"Trên đỉnh núi cao tôi nhìn thấy
Sự yêu thương hoà hợp của đất trời
Sự bình yên tĩnh lặng cõi xa khơi
Sự trong lành , tinh khôi xa diệu vợi ...


Trên đỉnh núi cao tôi chợt khóc
Hướng quê hương nghèn nghẹn nỗi vô thường
Cũng biển trời , cũng mây núi thân thương
Nhưng nghe đắng , giận , hờn ...không thể tả .


Trên đỉnh núi cao tôi nhắm mắt
Thả hồn bay phiêu lãng với mông lung
Cùng trở về thăm lại cõi nhớ nhung
Cùng đau với nỗi đau chung dân Việt .


Trên đỉnh núi cao tôi cầu nguyện
Cho dân tôi luôn hưởng cảnh thái bình
Cho mọi người hết những nỗi điêu linh
Không còn sợ lộng hành và hoá chất


Trên đỉnh núi cao nỗi buồn ôm chất ngất ....

Nahoku",Thơ thiên nhiên
CHIẾC LÁ CUỐI ĐƯỜNG,"Thu sang chiéc lá trở vàng
Như con người đã chuyển sang tuổi già
Nào đâu giấc mộng mơ xa
Chỉ còn lủng lẳng để mà chờ rơi
 
Lá vàng cánh mỏng nắng phơi
Biển dâu trong cuộc nhìn đời biến thiên
Đợi ngày tới cõi bình yên
Chẳng còn vướng bận lụy phiền thế-nhân
 
Có sinh vào cõi hồng-trần
Mới hay trần-trụi tím hồng trắng đen
Gió đưa lá lật lá nghiêng
Đảo chao đời lá giữa miền chơi-vơi
 
Gió lên dìu-dịu gió ơi !
Nhẹ đưa chiếc lá về nơi cuối đường !

RĐinh",Thơ thiên nhiên
CHIỀU ĐÔNG ĐỢI NGƯỜI,"Một làn khói xám lang thang
Nhà ai mái ngói nhuộm vàng hoàng hôn

Trên không tiếng quạ kêu dồn
Vỗ đôi cánh nặng chở buồn lên cây

Đường xưa tuyết trắng phủ đầy
Tìm đâu cho thấy vết giầy khách qua

Ngày ngày mỏi mắt trông xa
Chỉ nghe ảo khúc tình ca vọng về

Giật mình tỉnh giấc hoang mê
Chiều thôi tựa cửa tái tê đợi người

Thanh Hà CH",Thơ thiên nhiên
